iter	Passed	Remaining
265	1290	3562
266	1294	3553
267	1297	3545
268	1301	3536
269	1305	3528
270	1308	3520
271	1311	3511
272	1315	3502
273	1319	3495
274	1322	3486
275	1325	3477
276	1329	3469
277	1332	3461
278	1336	3454
279	1341	3449
280	1344	3440
281	1348	3432
282	1351	3423
283	1354	3415
284	1358	3408
285	1361	3400
286	1365	3391
287	1368	3383
288	1371	3375
289	1375	3368
290	1380	3362
291	1383	3354
292	1387	3347
293	1390	3338
294	1395	3333
295	1398	3327
296	1402	3320
297	1406	3312
298	1409	3304
299	1413	3298
300	1420	3299
301	1426	3296
302	1431	3292
303	1437	3291
304	1442	3287
305	1446	3281
306	1451	3275
307	1455	3270
308	1460	3265
309	1463	3258
310	1467	3251
311	1472	3246
312	1476	3240
313	1480	3233
314	1484	3228
315	1488	3221
316	1492	3216
317	1496	3209
318	1500	3202
319	1503	3195
320	1507	3188
321	1512	3184
322	1516	3177
323	1520	3171
324	1523	3165
325	1527	3157
326	1533	3155
327	1537	3150
328	1542	3144
329	1545	3137
330	1550	3134
331	1554	3127
332	1558	3121
333	1562	3115
334	1566	3108
335	1571	3104
336	1574	3098
337	1578	3092
338	1581	3084
339	1585	3077
340	1589	3072
341	1595	3069
342	1598	3062
343	1602	3055
344	1605	3048
345	1609	3041
346	1613	3035
347	1616	3029
348	1620	3022
349	1623	3015
350	1627	3008
351	1630	3001
352	1633	2994
353	1638	2989
354	1642	2983
355	1645	2977
356	1648	2969
357	1652	2963
358	1655	2956
359	1659	2949
360	1662	2942
361	1666	2936
362	1669	2929
363	1671	2921
364	1674	2912
365	1677	2906
366	1682	2902
367	1686	2896
368	1690	2890
369	1693	2883
370	1696	2876
371	1699	2869
372	1704	2864
373	1707	2858
374	1711	2851
375	1714	2845
376	1718	2839
377	1722	2833
378	1725	2827
379	1729	2822
380	1733	2816
381	1736	2810
382	1741	2805
383	1744	2799
384	1748	2792
385	1752	2787
386	1755	2780
387	1759	2774
388	1762	2768
389	1766	2763
390	1770	2757
391	1773	2751
392	1777	2745
393	1781	2740
394	1785	2734
395	1789	2728
396	1792	2723
397	1796	2717
398	1801	2712
399	1805	2707
400	1808	2701
401	1811	2694
402	1814	2688
403	1818	2683
404	1822	2677
405	1825	2670
406	1829	2664
407	1832	2659
408	1836	2653
409	1839	2647
410	1843	2642
411	1847	2636
412	1851	2630
413	1855	2626
414	1859	2620
415	1862	2615
416	1866	2609
417	1870	2604
418	1873	2598
419	1877	2592
420	1880	2586
421	1884	2580
422	1888	2575
423	1892	2570
424	1896	2566
425	1900	2560
426	1903	2554
427	1907	2549
428	1910	2543
429	1914	2537
430	1917	2531
431	1920	2525
432	1924	2519
433	1927	2513
434	1930	2507
435	1934	2502
436	1937	2496
437	1941	2490
438	1944	2484
439	1947	2479
440	1951	2473
441	1955	2468
442	1958	2462
443	1961	2456
444	1965	2451
445	1968	2445
446	1972	2439
447	1975	2434
448	1978	2428
449	1981	2422
450	1985	2416
451	1988	2410
452	1992	2405
453	1995	2399
454	1998	2394
455	2002	2388
456	2005	2382
457	2008	2377
458	2012	2372
459	2016	2366
460	2019	2361
461	2022	2355
462	2026	2349
463	2029	2344
464	2033	2339
465	2037	2334
466	2040	2328
467	2043	2323
468	2046	2317
469	2051	2312
470	2054	2307
471	2057	2301
472	2061	2296
473	2064	2290
474	2067	2285
475	2070	2279
476	2074	2274
477	2077	2268
478	2080	2263
479	2083	2257
480	2087	2251
481	2090	2246
482	2093	2241
483	2096	2235
484	2099	2229
485	2103	2224
486	2106	2218
487	2109	2213
488	2112	2207
489	2116	2202
490	2119	2196
491	2122	2191
492	2125	2185
493	2129	2180
494	2132	2175
495	2135	2169
496	2138	2164
497	2141	2159
498	2145	2153
499	2148	2148
500	2151	2143
501	2155	2137
502	2158	2132
503	2161	2127
504	2164	2121
505	2168	2116
506	2171	2111
507	2174	2105
508	2177	2100
509	2180	2095
510	2183	2089
511	2187	2084
512	2190	2079
513	2193	2074
514	2197	2069
515	2200	2064
516	2204	2059
517	2208	2054
518	2211	2049
519	2215	2044
520	2218	2039
521	2221	2034
522	2225	2029
523	2228	2024
524	2231	2019
525	2235	2014
526	2238	2009
527	2242	2004
528	2245	1999
529	2249	1994
530	2252	1989
531	2256	1984
532	2259	1979
533	2263	1974
534	2266	1969
535	2269	1965
536	2273	1960
537	2276	1954
538	2279	1949
539	2283	1945
540	2286	1940
541	2290	1935
542	2293	1930
543	2296	1925
544	2300	1920
545	2303	1915
546	2307	1910
547	2310	1905
548	2313	1900
549	2316	1895
550	2320	1891
551	2324	1886
552	2327	1881
553	2330	1876
554	2334	1871
555	2337	1866
556	2341	1862
557	2344	1857
558	2348	1852
559	2351	1847
560	2354	1842
561	2358	1838
562	2362	1833
563	2365	1828
564	2368	1823
565	2372	1819
566	2375	1814
567	2379	1809
568	2382	1804
569	2385	1799
570	2389	1795
571	2392	1790
572	2395	1785
573	2399	1781
574	2403	1776
575	2406	1771
576	2410	1767
577	2413	1762
578	2417	1757
579	2420	1752
580	2423	1748
581	2427	1743
582	2430	1738
583	2433	1733
584	2437	1729
585	2440	1724
586	2444	1719
587	2448	1715
588	2451	1710
589	2455	1706
590	2458	1701
591	2461	1696
592	2464	1691
593	2468	1686
594	2471	1682
595	2475	1677
596	2478	1673
597	2481	1668
598	2484	1663
599	2488	1658
600	2491	1653
601	2494	1649
602	2498	1644
603	2502	1640
604	2507	1636
605	2510	1632
606	2513	1627
607	2517	1622
608	2520	1618
609	2524	1613
610	2527	1609
611	2530	1604
612	2533	1599
613	2537	1595
614	2540	1590
615	2544	1586
616	2547	1581
617	2550	1576
618	2554	1572
619	2557	1567
620	2560	1562
621	2564	1558
622	2567	1553
623	2570	1549
624	2574	1544
625	2577	1539
626	2580	1535
627	2583	1530
628	2587	1525
629	2590	1521
630	2594	1516
631	2597	1512
632	2602	1508
633	2605	1504
634	2609	1499
635	2612	1495
636	2616	1490
637	2619	1486
638	2622	1481
639	2625	1477
640	2648	1483
641	2656	1481
642	2663	1478
643	2668	1474
644	2672	1470
645	2676	1466
646	2679	1462
647	2683	1457
648	2686	1452
649	2689	1448
650	2693	1443
651	2696	1439
652	2699	1434
653	2703	1430
654	2706	1425
655	2709	1420
656	2713	1416
657	2716	1411
658	2720	1407
659	2723	1403
660	2727	1398
661	2730	1394
662	2734	1389
663	2737	1385
664	2740	1380
665	2744	1376
666	2747	1371
667	2750	1367
668	2754	1362
669	2757	1358
670	2760	1353
671	2763	1349
672	2767	1344
673	2770	1340
674	2774	1335
675	2777	1331
676	2780	1326
677	2784	1322
678	2787	1317
679	2790	1313
680	2793	1308
681	2797	1304
682	2800	1299
683	2803	1295
684	2806	1290
685	2810	1286
686	2817	1283
687	2820	1279
688	2824	1274
689	2827	1270
690	2831	1266
691	2834	1261
692	2837	1257
693	2841	1252
694	2844	1248
695	2847	1243
696	2850	1239
697	2854	1234
698	2857	1230
699	2861	1226
700	2864	1221
701	2867	1217
702	2870	1212
703	2874	1208
704	2877	1204
705	2880	1199
706	2884	1195
707	2887	1190
708	2890	1186
709	2894	1182
710	2897	1177
711	2900	1173
712	2903	1168
713	2907	1164
714	2910	1160
715	2913	1155
716	2917	1151
717	2920	1146
718	2923	1142
719	2926	1138
720	2930	1133
721	2933	1129
722	2936	1125
723	2940	1120
724	2943	1116
725	2946	1111
726	2950	1107
727	2953	1103
728	2956	1099
729	2959	1094
730	2962	1090
731	2966	1085
732	2969	1081
733	2972	1077
734	2976	1073
735	2979	1068
736	2982	1064
737	2985	1059
738	2989	1055
739	2992	1051
740	2995	1047
741	2999	1042
742	3002	1038
743	3005	1034
744	3009	1030
745	3014	1026
746	3018	1022
747	3021	1017
748	3024	1013
749	3028	1009
750	3031	1005
751	3034	1000
752	3037	996
753	3041	992
754	3044	987
755	3047	983
756	3051	979
757	3054	975
758	3058	971
759	3062	967
760	3066	963
761	3070	958
762	3073	954
763	3076	950
764	3079	946
765	3083	941
766	3087	937
767	3090	933
768	3093	929
769	3097	925
770	3100	920
771	3103	916
772	3107	912
773	3110	908
774	3114	904
775	3117	899
776	3121	895
777	3124	891
778	3128	887
779	3131	883
780	3134	878
781	3137	874
782	3141	870
783	3144	866
784	3147	862
785	3150	857
786	3153	853
787	3157	849
788	3160	845
789	3163	841
790	3167	836
791	3170	832
792	3173	828
793	3177	824
794	3180	820
795	3184	816
796	3187	811
797	3190	807
798	3193	803
799	3207	801
800	3213	798
801	3218	794
802	3223	790
803	3226	786
804	3230	782
805	3234	778
806	3237	774
807	3241	770
808	3244	766
809	3248	761
810	3251	757
811	3254	753
812	3258	749
813	3261	745
814	3264	741
815	3268	736
816	3271	732
817	3274	728
818	3278	724
819	3281	720
820	3284	716
821	3287	711
822	3290	707
823	3294	703
824	3297	699
825	3301	695
826	3304	691
827	3307	687
828	3311	682
829	3314	678
830	3318	674
831	3321	670
832	3325	666
833	3328	662
834	3331	658
835	3334	654
836	3338	650
837	3341	646
838	3345	641
839	3348	637
840	3351	633
841	3355	629
842	3358	625
843	3361	621
844	3365	617
845	3368	613
846	3371	609
847	3374	604
848	3378	600
849	3381	596
850	3384	592
851	3387	588
852	3391	584
853	3394	580
854	3398	576
855	3401	572
856	3404	568
857	3407	564
858	3411	559
859	3415	556
860	3418	551
861	3422	547
862	3425	543
863	3428	539
864	3432	535
865	3435	531
866	3438	527
867	3441	523
868	3445	519
869	3448	515
870	3452	511
871	3455	507
872	3458	503
873	3462	499
874	3465	495
875	3468	490
876	3472	486
877	3475	482
878	3478	478
879	3481	474
880	3485	470
881	3488	466
882	3491	462
883	3495	458
884	3498	454
885	3501	450
886	3507	446
887	3510	442
888	3513	438
889	3517	434
890	3520	430
891	3523	426
892	3527	422
893	3530	418
894	3533	414
895	3537	410
896	3540	406
897	3543	402
898	3547	398
899	3550	394
900	3553	390
901	3557	386
902	3560	382
903	3564	378
904	3568	374
905	3572	370
906	3575	366
907	3578	362
908	3582	358
909	3585	354
910	3588	350
911	3592	346
912	3595	342
913	3598	338
914	3601	334
915	3605	330
916	3608	326
917	3611	322
918	3614	318
919	3618	314
920	3621	310
921	3625	306
922	3628	302
923	3632	298
924	3636	294
925	3639	290
926	3643	286
927	3646	282
928	3650	278
929	3653	274
930	3656	271
931	3660	267
932	3663	263
933	3667	259
934	3670	255
935	3674	251
936	3678	247
937	3681	243
938	3685	239
939	3688	235
940	3692	231
941	3695	227
942	3699	223
943	3703	219
944	3706	215
945	3710	211
946	3713	207
947	3717	203
948	3720	199
949	3724	196
950	3727	192
951	3730	188
952	3733	184
953	3737	180
954	3740	176
955	3744	172
956	3747	168
957	3751	164
958	3754	160
959	3758	156
960	3761	152
961	3764	148
962	3768	144
963	3771	140
964	3775	136
965	3778	132
966	3782	129
967	3785	125
968	3789	121
969	3792	117
970	3796	113
971	3799	109
972	3803	105
973	3806	101
974	3810	97
975	3813	93
976	3817	89
977	3820	85
978	3823	82
979	3827	78
980	3830	74
981	3841	70
982	3847	66
983	3852	62
984	3856	58
985	3860	54
986	3864	50
987	3867	46
988	3870	43
989	3874	39
990	3877	35
991	3881	31
992	3884	27
993	3888	23
994	3891	19
995	3895	15
996	3898	11
997	3901	7
998	3904	3
999	3908	0
