iter	Logloss
280	0.3022582357
281	0.3021265625
282	0.3019848958
283	0.3017841797
284	0.3016726237
285	0.301575
286	0.301438151
287	0.3013289714
288	0.3011533854
289	0.3009499349
290	0.3008359375
291	0.3006942057
292	0.3006133789
293	0.3005246419
294	0.300393099
295	0.3001860026
296	0.300054362
297	0.2999624023
298	0.2998997721
299	0.2997923177
300	0.2996907227
301	0.2995682292
302	0.2994673177
303	0.2993755534
304	0.2992350586
305	0.2991830404
306	0.299050293
307	0.2989311198
308	0.2988255208
309	0.2987511719
310	0.2986361328
311	0.2984680664
312	0.2983770508
313	0.2982421224
314	0.2981377604
315	0.297967513
316	0.2978507161
317	0.2977682943
318	0.2977134115
319	0.297594401
320	0.2974778971
321	0.2973689453
322	0.2972512044
323	0.2971452799
324	0.2970291016
325	0.2968348958
326	0.2967192383
327	0.2966071289
328	0.296483431
329	0.2963983398
330	0.2963287109
331	0.296172526
332	0.2961159831
333	0.2959754557
334	0.2958584635
335	0.2957333659
336	0.2956185872
337	0.2954744792
338	0.2953611979
339	0.2952456055
340	0.2950942708
341	0.2950065755
342	0.2949173177
343	0.2947839193
344	0.2947080078
345	0.2945075521
346	0.2943538411
347	0.2941818034
348	0.2940049805
349	0.2939026693
350	0.293785319
351	0.293669043
352	0.2934979167
353	0.2934102539
354	0.2933083984
355	0.2931673177
356	0.2929930339
357	0.2929216146
358	0.2928099935
359	0.2926936849
360	0.2925960286
361	0.2925244141
362	0.2923876302
363	0.2923829427
364	0.2923730469
365	0.292222526
366	0.2921090495
367	0.2920587565
368	0.2919839844
369	0.2918492187
370	0.2917170573
371	0.2916120443
372	0.2914669922
373	0.291375
374	0.2912670898
375	0.2911413737
376	0.290927474
377	0.290824056
378	0.2906849609
379	0.2905881836
380	0.2904813802
381	0.2903642578
382	0.2902175781
383	0.2900910156
384	0.2899785482
385	0.2898625
386	0.2897072917
387	0.2895748698
388	0.2894381836
389	0.2892736328
390	0.2891577474
391	0.2890690104
392	0.2889794271
393	0.2888183594
394	0.2887363607
395	0.288617513
396	0.2885165365
397	0.2883638672
398	0.2881923828
399	0.2879848307
400	0.2878569987
401	0.2877624674
402	0.2876485352
403	0.2874941081
404	0.287427474
405	0.2873402669
406	0.2872441732
407	0.2871248372
408	0.287028418
409	0.2869274414
410	0.2867983073
411	0.2866910482
412	0.2865542969
413	0.2864786458
414	0.2864026367
415	0.2862885417
416	0.2861472005
417	0.2860668945
418	0.2859407878
419	0.2858086589
420	0.2856972656
421	0.2856019531
422	0.2854749674
423	0.2853641927
424	0.2852238607
425	0.2850878906
426	0.2849747396
427	0.2848837565
428	0.2847945312
429	0.2846858398
430	0.2845917318
431	0.2844611979
432	0.2843552083
433	0.2842223958
434	0.2840455404
435	0.2839370443
436	0.2838236003
437	0.2837091797
438	0.2836080729
439	0.2834782552
440	0.2833305664
441	0.283211849
442	0.2830837565
443	0.2830148112
444	0.2828954753
445	0.2828257161
446	0.2827191406
447	0.2825811849
448	0.2824863281
449	0.2823615885
450	0.2822309896
451	0.2821427734
452	0.2820097656
453	0.2818956706
454	0.2817375
455	0.2816516927
456	0.2815026693
457	0.2813527669
458	0.2812264974
459	0.2811629557
460	0.2810522786
461	0.2809409505
462	0.280798763
463	0.2806832682
464	0.2805568034
465	0.2804241536
466	0.2803222656
467	0.2802049479
468	0.2801031901
469	0.2799705729
470	0.2798644857
471	0.2797147786
472	0.2795707031
473	0.2795067708
474	0.2794259115
475	0.2792932292
476	0.2791850911
477	0.2790911458
478	0.2789227865
479	0.2788242188
480	0.2787497396
481	0.2786392904
482	0.2785360352
483	0.2784218099
484	0.27834375
485	0.2782249023
486	0.2780647786
487	0.277896875
488	0.2777804036
489	0.2776717448
490	0.2775214193
491	0.277407194
492	0.2773155924
493	0.2771494141
494	0.2770856771
495	0.2768317057
496	0.2767072266
497	0.276603125
498	0.2764838542
499	0.2763983073
500	0.276289388
501	0.2761740234
502	0.2760767578
503	0.2759601562
504	0.2758251302
505	0.2757282878
506	0.2756248698
507	0.2755337891
508	0.2754521484
509	0.2753509115
510	0.2752503906
511	0.2751542969
512	0.2750488281
513	0.2749056641
514	0.2747724935
515	0.2746677083
516	0.2745171224
517	0.2743740234
518	0.2742550781
519	0.2741201497
520	0.274027474
521	0.2739382487
522	0.2738201172
523	0.2737065104
524	0.2735972656
525	0.2734993164
526	0.2734208984
527	0.2732785156
528	0.2732176107
529	0.273105306
530	0.273001709
531	0.272860791
532	0.2727387695
533	0.2726507161
534	0.2725124837
535	0.2723854167
536	0.2722575195
537	0.2721661784
538	0.2720856771
539	0.2719769043
540	0.2718557292
541	0.271755957
542	0.2716464518
543	0.2715398926
544	0.2714551921
545	0.2713329102
546	0.2712264486
547	0.2711407227
548	0.2710449219
549	0.2709129395
550	0.2708086263
551	0.2706679687
552	0.2705581706
553	0.2704837565
554	0.2704035645
555	0.2703290365
556	0.2702100749
557	0.2701440918
558	0.2700362956
559	0.269951888
560	0.2698572754
561	0.2697777995
562	0.2696794596
563	0.2695653158
564	0.269450293
565	0.2693355469
566	0.2692302409
567	0.2691213867
568	0.2690357259
569	0.2689000651
570	0.268750765
571	0.26865625
572	0.2685638997
573	0.2684734701
574	0.268374707
575	0.2682750326
576	0.2681463542
577	0.2680311035
578	0.2679232422
579	0.2678127604
580	0.267706901
581	0.2676415039
582	0.2675621094
583	0.2674663411
584	0.2673565104
585	0.267222168
586	0.2671368815
587	0.2670143555
588	0.2669093099
589	0.2668071452
590	0.2667181152
591	0.2666297852
592	0.2665452474
593	0.2664236979
594	0.2663525065
595	0.2662970378
596	0.2661861491
597	0.2661058594
598	0.2660480143
599	0.2659535156
600	0.265871224
601	0.2657894368
602	0.2656878092
603	0.2656107747
604	0.2654799316
605	0.2653636556
606	0.2652280762
607	0.2651356445
608	0.2650058919
609	0.2648780599
610	0.2647755859
611	0.2646990885
612	0.2646263021
613	0.2645129557
614	0.2644229167
615	0.2643057943
616	0.2642133464
617	0.2641338216
618	0.2640530273
619	0.2639451172
620	0.2638713379
621	0.2637640137
622	0.2637056803
623	0.2635891276
624	0.263486735
625	0.2633893392
626	0.2632975098
627	0.2631653971
628	0.2630678385
629	0.2629530436
630	0.2628724284
631	0.2627628092
632	0.2626575684
633	0.262519401
634	0.2623999837
635	0.262291862
636	0.2621708822
637	0.2621028158
638	0.2620028809
639	0.2618927083
640	0.2617583008
641	0.2616603678
642	0.2615827637
643	0.2614911133
644	0.2614112956
645	0.2613146159
646	0.2612482096
647	0.2611621094
648	0.2610749674
649	0.2609571289
650	0.2608594564
651	0.2607749674
652	0.260624528
653	0.2605413411
654	0.2604666992
655	0.2603802572
656	0.2603406576
657	0.2602407715
658	0.2601535482
659	0.2600193522
660	0.259948763
661	0.2598642415
662	0.2597816406
663	0.2596816406
664	0.2595909668
665	0.2594989258
666	0.2594180827
667	0.2593319661
668	0.2592535482
669	0.2591735352
670	0.2590927897
671	0.2589638835
672	0.2588493001
673	0.2587460938
674	0.2586667969
675	0.2585914062
676	0.2585200521
677	0.258455013
678	0.2583609049
679	0.2582546712
680	0.2581876465
681	0.2581242513
682	0.258024349
683	0.2579056315
684	0.2578297038
685	0.2577289388
686	0.2576455404
687	0.2575425781
688	0.257452653
689	0.2573538411
690	0.2572814941
691	0.257183138
692	0.2570886068
693	0.2569776693
694	0.256903418
695	0.256842985
696	0.2567372396
697	0.2566753581
698	0.2565639323
699	0.256472168
700	0.2563630534
701	0.2562645833
702	0.2561881673
703	0.256094401
704	0.2560164714
705	0.2559202311
706	0.2558188151
707	0.2557370443
708	0.2556167155
709	0.2555360352
710	0.2554871582
711	0.2554024251
712	0.2553171875
713	0.2552246908
714	0.2551010417
715	0.2550277018
716	0.2549290039
717	0.2548278971
718	0.2547502116
719	0.2546906576
720	0.2545911458
721	0.2545017904
722	0.2544066895
723	0.2543135579
724	0.2541629557
725	0.2540709635
726	0.2539877767
727	0.2539060547
728	0.2538261068
729	0.2537155436
730	0.2535680013
731	0.2534644206
732	0.2533340983
733	0.2532654622
734	0.2531651042
735	0.2531100098
736	0.2530074707
737	0.2529220215
738	0.2528344076
739	0.2527367676
740	0.2526612956
741	0.2525689941
742	0.2524590983
743	0.2523623047
744	0.2522944336
745	0.2522479655
746	0.2521349284
747	0.2520483724
748	0.2519570313
749	0.2518703939
750	0.2517713542
751	0.2516768392
752	0.2515753255
753	0.2515028646
754	0.2514534017
755	0.2513692546
756	0.2512752604
757	0.251186735
758	0.2511230469
759	0.2510606771
760	0.2509988932
761	0.250900179
762	0.2508329427
763	0.2507546712
764	0.2506731771
765	0.2505333333
766	0.2504377604
767	0.2503295573
768	0.2502317546
769	0.2501521484
770	0.2500799805
771	0.2500067708
772	0.249888151
773	0.2497977865
774	0.2496577474
775	0.2495641113
776	0.2494682292
777	0.2494051921
778	0.2493703451
779	0.2492243164
780	0.2491629557
781	0.2490773112
782	0.2490100423
783	0.2489430664
784	0.2488905924
785	0.2488358724
786	0.2487289714
787	0.2486557617
788	0.2485527995
789	0.2484844401
790	0.248421224
791	0.2483444661
792	0.2482519531
793	0.2481807292
794	0.2480981771
795	0.2480346029
796	0.2479901855
797	0.2478777669
798	0.2477937988
799	0.2477011556
800	0.2476329427
801	0.2475589193
802	0.2474771484
803	0.2473688151
804	0.2472094727
805	0.2471180013
806	0.2470288086
807	0.2469555664
808	0.2468821289
809	0.2467843587
810	0.246717806
811	0.2466040039
812	0.2465166667
813	0.24644139
814	0.2463612956
815	0.2462772949
816	0.2462021159
817	0.2461551758
818	0.2460980469
819	0.246049056
820	0.2459627279
821	0.2459028971
822	0.2458424154
823	0.2457949544
824	0.2457026693
825	0.2456404622
826	0.2455622559
827	0.2453680339
828	0.2453009115
829	0.2451484863
830	0.2450817383
831	0.2449920573
832	0.2449019043
833	0.2448006185
834	0.2446886882
835	0.2446254557
836	0.2445631999
837	0.2444417643
838	0.2443186361
839	0.2442108398
840	0.2440797526
841	0.2439694499
842	0.2439286296
843	0.2438420085
844	0.2438022786
845	0.2437432943
846	0.2435950195
847	0.243527832
848	0.243398291
849	0.2433054525
850	0.2432574219
851	0.2431588053
852	0.2431036458
853	0.2430424479
854	0.2429758464
855	0.2428747884
856	0.2428045085
857	0.2427312174
858	0.2426270671
859	0.242561849
860	0.2424700521
861	0.2423622396
862	0.2422773926
863	0.2422105794
864	0.2421578288
865	0.2420609701
866	0.2420103353
867	0.2418966797
868	0.2418129232
869	0.2417704915
870	0.2417034993
871	0.2415958008
872	0.2415051921
873	0.2414458171
874	0.2413687826
875	0.2412980632
876	0.2412368164
877	0.241133724
878	0.2410255859
879	0.2409744792
880	0.2408766113
881	0.2407886882
882	0.2407615723
883	0.2406887044
884	0.2406076823
885	0.2405414876
886	0.2404624023
887	0.2403489583
888	0.2402968099
889	0.2402243164
890	0.2401106771
891	0.2400334961
892	0.2399819173
893	0.2398981445
894	0.2398252279
895	0.239737321
896	0.2396451986
897	0.2395454753
898	0.2394607422
899	0.2393708984
900	0.2393049805
901	0.2391874023
902	0.2390979329
903	0.2390375651
904	0.238970931
905	0.2389128581
906	0.2388235677
907	0.2387455892
908	0.2387148763
909	0.2386314779
910	0.2385697266
911	0.2384836914
912	0.2384150716
913	0.2383102051
914	0.2382617676
915	0.2381626302
916	0.2381088867
917	0.2380536458
918	0.2379451009
919	0.2378967285
920	0.2378489583
921	0.2377800781
922	0.2377165365
923	0.2376454427
924	0.2375539388
925	0.2374648112
926	0.2373948568
927	0.2373262044
928	0.2372787598
929	0.2371506348
930	0.2370556966
931	0.2370271484
932	0.2369577148
933	0.2368967448
934	0.2368189128
935	0.236715804
936	0.2366601888
937	0.2366190755
938	0.2365709147
939	0.2365173177
940	0.2364345215
941	0.2363220866
942	0.2361823893
943	0.2361434896
944	0.2360861979
945	0.2360462565
946	0.2359556641
947	0.2358862305
948	0.2358176921
949	0.235772168
950	0.2356676921
951	0.2356261882
952	0.2355166016
953	0.2354516276
954	0.2353634766
955	0.2353366048
956	0.2352499023
957	0.2351693197
958	0.2351005371
959	0.2350109375
960	0.2349104167
961	0.2348545573
962	0.2347739583
963	0.2346760417
964	0.2345817057
965	0.2345128581
966	0.2344308594
967	0.2343772949
968	0.2342790039
969	0.2342372721
970	0.2341400553
971	0.2340573568
972	0.2339849447
973	0.2338900553
974	0.2338157064
975	0.23375625
976	0.2336576823
977	0.2335345703
978	0.2334427083
979	0.2333673991
980	0.2332708171
981	0.2331105469
982	0.2329944987
983	0.2329005371
984	0.2328385254
985	0.2327448079
986	0.2326780599
987	0.2326373698
988	0.2325288411
989	0.2324649251
990	0.2323777344
991	0.2323179687
992	0.2322470703
993	0.2321938965
994	0.2321153646
995	0.2320312174
996	0.2319240723
997	0.2318607747
998	0.2318202311
999	0.2317486328
